Name,Category,Type,Version,Developer/BundleID,Drive,Install_Path
UAD API 2500,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/UAD API 2500.component
Pyewacket,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/Pyewacket.component
SoftGate,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/SoftGate.component
PSP oldTimer,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/PSP oldTimer.component
TPDFDither,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/TPDFDither.component
MasterMagic,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/MasterMagic.component
TremoSquare,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/TremoSquare.component
UAD Thermionic Culture Vulture,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/UAD Thermionic Culture Vulture.component
iZRX11MouthDe-clickAUHook,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/iZRX11MouthDe-clickAUHook.component
UAD Hitsville EQ Mastering,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/UAD Hitsville EQ Mastering.component
Reverb,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/Reverb.component
Schoeps Double MS,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/Schoeps Double MS.component
BC Flanger 3 AU(Stereo),User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/BC Flanger 3 AU(Stereo).component
Radiator,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/Radiator.component
UAD MXR Flanger-Doubler,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/UAD MXR Flanger-Doubler.component
kHs Flanger,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/kHs Flanger.component
BT Stereo Imager ST2S-3,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/BT Stereo Imager ST2S-3.component
LittleRadiator,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/LittleRadiator.component
Ditherbox,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/Ditherbox.component
iZRX10De-plosiveAUHook,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/iZRX10De-plosiveAUHook.component
Captain Play Audio,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/Captain Play Audio.component
bx_subfilter,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/bx_subfilter.component
ScalerControl,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/ScalerControl.component
UAD Century Tube Channel Strip,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/UAD Century Tube Channel Strip.component
Nikola,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/Nikola.component
UAD Roland RE-201,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/UAD Roland RE-201.component
MODO BASS 2,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/MODO BASS 2.component
TR5 Tape Machine 24,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/TR5 Tape Machine 24.component
Sidepass,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/Sidepass.component
UAD DreamVerb,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/UAD DreamVerb.component
SkyWaves,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/SkyWaves.component
Beat Machine 1,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/Beat Machine 1.component
Morphine,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/Morphine.component
Lofi Panda 3,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/Lofi Panda 3.component
AGL,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/AGL.component
AtmosphereChannel,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/AtmosphereChannel.component
UAD Oxford SuprEsser DS,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/UAD Oxford SuprEsser DS.component
Trash,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/Trash.component
PSP MixSaturator2,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/PSP MixSaturator2.component
Acceleration2,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/Acceleration2.component
UAD Oxford EQ,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/UAD Oxford EQ.component
FabFilter Pro-C 2,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/FabFilter Pro-C 2.component
UAD Precision Reflection Engine,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/UAD Precision Reflection Engine.component
TR5 Classic EQ,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/TR5 Classic EQ.component
THE_STRIP MASTER,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/THE_STRIP MASTER.component
UAD Diezel VH4,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/UAD Diezel VH4.component
NotJustAnotherCD,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/NotJustAnotherCD.component
Auto-Key,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/Auto-Key.component
PSP MixBass2,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/PSP MixBass2.component
Infrasonic,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/Infrasonic.component
Melodyne,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/Melodyne.component
WEDGE FORCE Keemun,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/WEDGE FORCE Keemun.component
Zoyd,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/Zoyd.component
Slew2,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/Slew2.component
